"","t1","t4","t5","t2","t3"
"2124","1","0","0","0","0"
"2125","0","0","0","1","0"
"2126","1","0","0","0","0"
"2127","0","1","0","0","0"
"2128","1","1","1","1","1"
"2129","1","0","1","1","1"
"2130","1","0","0","1","0"
"2131","0","0","0","0","0"
"2132","1","1","1","1","1"
"2133","0","1","0","0","1"
"2134","0","1","0","1","0"
"2135","1","1","0","1","0"
"2136","0","0","1","1","1"
"2137","0","1","1","1","1"
"2138","1","0","0","0","0"
"2139","1","0","0","1","0"
"2140","0","1","0","0","0"
"2141","1","0","1","0","0"
"2142","1","0","0","0","0"
"2143","1","0","1","1","1"
"2144","0","0","0","0","0"
"2145","1","0","0","0","0"
"2146","0","1","1","0","0"
"2147","1","0","0","1","0"
"2148","0","0","0","0","1"
"2149","1","1","0","1","0"
"2150","1","1","1","1","1"
"2151","0","1","0","0","0"
"2152","0","0","1","0","0"
"2153","0","0","1","0","0"
"2154","1","0","0","0","1"
"2155","1","1","0","0","0"
"2156","0","1","1","0","0"
"2157","1","0","0","0","0"
"2158","1","1","1","1","1"
"2159","1","0","0","0","0"
"2160","1","0","0","1","1"
"2161","1","0","0","0","1"
"2162","0","0","1","0","1"
"2163","0","1","1","0","1"
"2164","1","1","0","0","0"
"2165","0","1","0","0","0"
"2166","1","0","1","0","0"
"2167","0","0","1","0","0"
"2168","0","1","1","1","1"
"2169","1","1","1","1","1"
"2170","1","0","0","0","0"
"2171","0","0","0","0","0"
"2172","0","0","0","0","0"
"2173","1","1","0","1","0"
"2174","0","0","0","0","0"
"2175","0","0","1","1","1"
"2176","1","1","1","1","1"
"2177","1","0","1","1","1"
"2178","1","1","1","1","1"
"2179","1","0","0","0","1"
"2180","1","1","1","1","1"
"2181","1","1","1","1","1"
"2182","1","0","1","1","1"
"2183","0","1","0","1","1"
"2184","0","0","0","1","0"
"2185","1","1","1","1","1"
"2186","0","1","1","1","1"
"2187","1","1","1","1","0"
"2188","1","0","0","0","0"
"2189","1","1","1","1","0"
"2190","0","0","0","1","0"
"2191","1","1","1","0","1"
"2192","1","0","0","0","1"
"2193","1","1","1","1","1"
"2194","1","1","1","1","1"
"2195","1","0","1","0","0"
"2196","0","1","1","1","0"
"2197","1","1","0","1","0"
"2198","0","0","1","0","0"
"2199","0","1","1","1","1"
"2200","1","0","0","0","0"
"2201","1","0","1","0","0"
"2202","1","1","0","0","1"
"2203","0","1","1","1","1"
"2204","0","0","1","1","1"
"2205","1","0","0","1","1"
"2206","0","1","1","1","1"
"2207","1","0","1","0","0"
"2208","1","1","1","1","0"
"2209","1","1","1","1","1"
"2210","1","0","0","0","1"
"2211","1","1","1","1","1"
"2212","1","1","1","1","1"
"2213","1","0","0","0","0"
"2214","0","1","0","0","0"
"2215","1","1","1","1","1"
"2216","0","1","1","1","1"
"2217","1","0","1","1","1"
"2218","1","1","0","0","1"
"2219","0","0","0","0","0"
"2220","0","1","1","1","1"
"2221","1","0","1","1","0"
"2222","0","1","1","1","1"
"2223","1","0","0","0","0"
"2224","0","1","0","0","1"
"2225","1","1","1","0","1"
"2226","1","1","0","0","1"
"2227","0","1","0","1","1"
"2228","0","0","0","1","0"
"2229","1","1","1","1","1"
"2230","1","1","1","1","1"
"2231","0","1","1","1","1"
"2232","1","1","0","0","1"
"2233","1","0","1","1","1"
"2234","0","1","1","1","1"
"2235","1","1","1","1","1"
"2236","0","1","1","1","1"
"2237","0","1","1","1","0"
"2238","1","1","0","0","0"
"2239","0","0","0","0","0"
"2240","1","0","1","0","0"
"2241","1","0","0","0","0"
"2242","1","0","1","1","1"
"2243","0","1","0","1","1"
"2244","1","0","0","0","1"
"2245","1","1","1","1","1"
"2246","1","1","1","0","0"
"2247","1","1","1","1","1"
"2248","1","0","1","1","1"
"2249","1","1","0","0","1"
"2250","1","1","0","0","0"
"2251","1","1","0","0","0"
"2252","1","0","0","0","0"
"2253","1","0","0","0","0"
"2254","0","0","1","1","1"
"2255","0","0","0","0","0"
"2256","1","1","1","1","1"
"2257","0","0","0","0","0"
"2258","0","0","1","1","1"
"2259","0","0","0","0","0"
"2260","0","1","0","0","0"
"2261","1","1","1","1","1"
"2262","1","0","0","0","1"
"2263","1","0","1","1","1"
"2264","1","1","1","0","0"
"2265","1","0","0","1","1"
"2266","1","0","0","0","0"
"2267","1","1","0","0","1"
"2268","0","1","1","1","1"
"2269","1","0","0","0","0"
"2270","1","1","0","0","0"
"2271","1","0","0","0","1"
"2272","1","0","1","1","1"
"2273","0","1","0","0","1"
"2274","0","0","0","0","0"
"2275","0","0","0","0","1"
"2276","0","1","1","0","1"
"2277","1","0","1","0","0"
"2278","0","1","1","1","1"
"2279","1","1","1","0","0"
"2280","0","0","0","1","0"
"2281","1","1","1","1","1"
"2282","0","0","1","1","1"
"2283","0","0","0","0","0"
"2284","0","1","1","0","1"
"2285","0","0","1","1","1"
"2286","0","0","1","1","1"
"2287","1","0","0","0","0"
"2288","1","1","0","1","1"
"2289","1","1","0","0","1"
"2290","1","1","1","1","0"
"2291","1","1","1","1","1"
"2292","0","1","1","1","1"
"2293","0","1","0","0","0"
"2294","0","1","1","0","1"
"2295","1","1","0","0","0"
"2296","1","0","0","0","0"
"2297","0","1","1","1","1"
"2298","0","1","1","1","1"
"2299","1","1","1","1","0"
"2300","0","0","1","1","1"
"2301","1","0","1","1","1"
"2302","0","0","1","0","0"
"2303","0","0","1","1","0"
"2304","1","1","1","1","1"
"2305","0","1","1","0","0"
"2306","1","0","0","1","0"
"2307","0","0","0","0","0"
"2308","0","1","1","1","1"
"2309","0","1","0","0","0"
"2310","0","1","0","0","1"
"2311","1","0","1","1","0"
"2312","1","0","0","0","0"
"2313","1","1","0","1","1"
"2314","0","0","0","0","0"
"2315","1","0","1","1","0"
"2316","1","0","0","0","1"
"2317","1","1","1","1","1"
"2318","1","1","1","1","1"
"2319","1","1","0","0","0"
"2320","0","0","1","1","1"
"2321","0","1","1","1","1"
"2322","1","1","0","0","0"
"2323","1","1","1","1","0"
"2324","0","1","0","0","1"
"2325","1","0","0","0","1"
"2326","1","1","1","0","1"
"2327","1","1","0","1","0"
"2328","1","0","1","0","0"
"2329","1","0","1","1","1"
"2330","1","1","1","1","1"
"2331","1","1","1","0","1"
"2332","0","1","0","0","0"
"2333","1","0","0","0","0"
"2334","1","1","1","0","1"
"2335","1","0","1","1","1"
"2336","1","0","0","1","0"
"2337","0","1","1","1","1"
"2338","0","0","0","0","1"
"2339","1","0","0","0","0"
"2340","1","1","0","0","1"
"2341","0","0","0","0","1"
"2342","1","1","1","1","0"
"2343","0","0","0","0","1"
"2344","1","1","1","0","1"
"2345","1","1","1","1","1"
"2346","1","1","0","0","0"
"2347","0","1","1","1","1"
"2348","1","0","1","0","0"
"2349","1","1","0","0","1"
"2350","1","1","0","1","1"
"2351","1","1","1","1","1"
"2352","1","1","0","0","1"
"2353","0","0","0","0","0"
"2354","1","1","1","0","1"
"2355","0","0","0","0","1"
"2356","0","0","1","1","1"
"2357","1","0","0","0","0"
"2358","1","0","0","0","0"
"2359","0","1","0","0","0"
"2360","0","1","0","0","0"
"2361","1","1","1","1","1"
"2362","0","0","0","0","0"
"2363","0","0","0","1","0"
"2364","1","1","1","0","0"
"2365","0","1","0","0","1"
"2366","1","1","1","1","0"
"2367","1","0","1","1","0"
"2368","1","0","1","0","1"
"2369","1","1","1","1","1"
"2370","0","0","0","0","1"
"2371","1","1","0","0","0"
"2372","1","1","1","1","0"
"2373","0","0","0","0","1"
"2374","1","1","0","1","1"
"2375","1","1","0","1","1"
"2376","0","0","0","1","1"
"2377","1","1","1","1","1"
"2378","1","1","0","0","0"
"2379","0","1","1","1","1"
"2380","1","1","0","0","0"
"2381","0","0","0","0","1"
"2382","0","1","1","1","1"
"2383","0","0","1","1","1"
"2384","1","0","0","1","0"
"2385","1","1","1","1","1"
"2386","0","1","0","1","0"
"2387","0","1","1","0","0"
"2388","1","0","0","0","0"
"2389","1","0","0","0","0"
"2390","1","1","1","1","1"
"2391","1","0","0","1","0"
"2392","1","1","1","1","1"
"2393","1","1","1","0","1"
"2394","0","1","1","1","1"
"2395","1","0","0","1","0"
"2396","0","1","1","1","1"
"2397","1","1","0","1","0"
"2398","0","1","1","1","1"
"2399","1","0","1","0","0"
"2400","1","1","1","1","0"
"2401","1","1","1","1","1"
"2402","0","0","0","0","0"
"2403","0","1","0","1","0"
"2404","1","0","1","1","1"
"2405","1","1","1","1","1"
"2406","1","1","1","1","1"
"2407","1","1","0","1","0"
"2408","0","1","0","0","1"
"2409","0","1","0","0","1"
"2410","0","1","1","0","1"
"2411","1","0","1","0","0"
"2412","0","1","0","0","0"
"2413","0","0","1","0","1"
"2414","0","1","0","0","1"
"2415","0","1","1","1","1"
"2416","0","1","0","0","0"
"2417","0","0","1","1","1"
"2418","0","1","1","1","1"
"2419","0","0","0","1","1"
"2420","1","1","1","0","1"
"2421","0","1","0","0","0"
"2422","0","1","1","1","1"
"2423","1","1","1","1","1"
"2424","0","0","1","0","0"
"2425","0","0","1","0","1"
"2426","0","1","1","1","1"
"2427","1","0","1","0","0"
"2428","0","1","1","1","1"
"2429","0","1","1","1","0"
"2430","1","1","0","1","0"
"2431","0","0","1","0","1"
"2432","1","0","1","1","1"
"2433","0","1","1","1","1"
"2434","0","0","0","0","0"
"2435","1","0","0","0","0"
"2436","1","1","0","0","0"
"2437","1","1","1","1","1"
"2438","0","1","1","1","1"
"2439","1","1","0","0","0"
"2440","0","1","1","1","1"
"2441","1","1","1","0","1"
"2442","1","0","0","1","0"
"2443","1","0","0","0","1"
"2444","0","0","1","1","1"
"2445","1","0","0","1","0"
"2446","1","0","1","1","1"
"2447","1","1","0","0","0"
"2448","1","0","1","0","0"
"2449","0","0","0","0","0"
"2450","0","0","1","0","1"
"2451","1","0","0","0","0"
"2452","0","1","1","1","1"
"2453","0","1","0","0","0"
"2454","0","0","0","1","1"
"2455","0","1","0","1","0"
"2456","0","0","1","0","1"
"2457","1","0","0","0","0"
"2458","1","0","0","1","1"
"2459","0","1","1","1","1"
"2460","0","1","1","1","1"
"2461","1","1","1","1","1"
"2462","0","0","1","0","0"
"2463","1","0","1","1","1"
"2464","1","1","1","1","0"
"2465","1","0","1","1","1"
"2466","0","1","1","0","0"
"2467","1","1","1","0","1"
"2468","0","0","1","1","1"
"2469","0","1","0","0","0"
"2470","1","0","1","0","1"
"2471","1","0","0","1","0"
"2472","0","1","0","0","0"
"2473","0","1","1","1","0"
"2474","1","0","1","1","1"
"2475","1","1","1","1","1"
"2476","1","0","1","1","0"
"2477","1","1","1","1","1"
"2478","0","1","1","1","1"
"2479","1","0","0","0","0"
"2480","1","1","0","1","1"
"2481","0","1","1","0","1"
"2482","0","0","0","0","0"
"2483","1","1","0","0","0"
"2484","1","1","1","1","1"
"2485","1","0","0","1","1"
"2486","0","0","1","1","1"
"2487","1","1","1","1","1"
"2488","1","1","0","0","0"
"2489","1","1","1","1","1"
"2490","1","1","0","0","0"
"2491","1","0","1","1","1"
"2492","0","1","1","0","1"
"2493","0","0","1","0","0"
"2494","1","1","0","0","0"
"2495","0","0","1","1","1"
"2496","1","1","1","1","1"
"2497","1","0","0","0","0"
"2498","1","1","1","0","0"
"2499","1","1","1","1","1"
"2500","1","0","1","1","1"
"2501","1","1","1","1","1"
"2502","1","0","1","1","1"
"2503","1","1","0","0","0"
"2504","1","1","1","1","1"
"2505","1","1","1","1","1"
"2506","1","0","1","0","1"
"2507","1","1","0","0","1"
"2508","1","1","0","1","0"
"2509","1","0","0","1","1"
"2510","0","1","1","1","1"
"2511","1","1","1","1","1"
"2512","0","0","0","1","0"
"2513","0","0","0","0","0"
"2514","0","0","1","1","1"
"2515","0","0","0","0","0"
"2516","0","1","1","1","1"
"2517","1","1","1","1","0"
"2518","1","1","0","0","0"
"2519","0","1","0","1","0"
"2520","1","1","1","1","1"
"2521","0","0","0","0","0"
"2522","1","1","1","1","0"
"2523","1","0","1","1","1"
"2524","0","0","0","0","0"
"2525","0","0","1","0","1"
"2526","1","0","1","1","1"
"2527","0","0","1","0","0"
"2528","1","0","0","0","1"
"2529","1","1","1","1","1"
"2530","0","1","0","0","0"
"2531","1","0","0","0","1"
"2532","1","1","1","1","1"
"2533","1","1","0","1","1"
"2534","1","0","0","1","0"
"2535","0","1","0","0","0"
"2536","1","1","1","1","1"
"2537","1","0","1","0","1"
"2538","0","0","0","1","0"
"2539","1","0","1","1","0"
"2540","1","1","1","0","1"
"2541","0","0","1","0","0"
"2542","1","0","1","0","0"
"2543","1","0","1","1","1"
"2544","1","1","1","1","1"
"2545","1","1","0","0","0"
"2546","1","1","1","1","1"
"2547","1","0","0","1","1"
"2548","1","1","0","1","1"
"2549","1","0","0","0","0"
"2550","1","1","1","1","1"
"2551","1","0","1","1","1"
"2552","1","1","0","0","0"
"2553","0","1","0","1","0"
"2554","1","0","0","0","0"
"2555","1","1","0","0","1"
"2556","1","1","1","1","1"
"2557","0","0","0","0","0"
"2558","0","1","1","1","1"
"2559","0","1","0","1","0"
"2560","0","0","0","1","0"
"2561","0","0","1","1","1"
"2562","1","0","0","0","0"
"2563","1","0","0","0","0"
"2564","0","1","1","0","1"
"2565","1","1","0","0","1"
"2566","0","0","1","1","1"
"2567","1","0","1","1","1"
"2568","1","0","1","1","1"
"2569","1","0","0","1","0"
"2570","0","0","0","0","1"
"2571","1","1","1","0","0"
"2572","1","0","0","0","0"
"2573","1","1","1","1","1"
"2574","0","0","0","0","0"
"2575","1","0","1","0","1"
"2576","1","0","0","1","0"
"2577","0","1","1","0","0"
"2578","0","0","1","0","0"
"2579","0","1","1","1","0"
"2580","0","0","0","0","1"
"2581","0","1","1","1","1"
"2582","1","0","1","1","1"
"2583","0","0","1","1","1"
"2584","0","0","0","0","1"
"2585","1","0","1","0","0"
"2586","1","1","1","1","1"
"2587","0","1","0","1","1"
"2588","0","0","1","1","0"
"2589","0","0","1","1","1"
"2590","1","1","0","1","1"
"2591","1","1","1","1","1"
"2592","1","1","1","0","1"
"2593","1","1","1","1","0"
"2594","1","1","1","1","1"
"2595","1","1","0","0","0"
"2596","0","0","0","0","0"
"2597","0","1","1","1","1"
"2598","0","0","0","0","0"
"2599","1","0","1","1","0"
"2600","1","1","0","0","1"
"2601","1","1","1","0","1"
"2602","1","1","1","1","1"
"2603","0","1","0","0","0"
"2604","0","0","1","0","0"
"2605","1","0","0","1","1"
"2606","1","0","0","0","0"
"2607","1","0","1","1","1"
"2608","1","1","1","1","1"
"2609","0","1","0","1","1"
"2610","1","0","1","1","1"
"2611","1","0","0","0","1"
"2612","0","1","0","0","0"
"2613","0","1","1","1","1"
"2614","0","1","0","0","0"
"2615","1","1","1","1","1"
"2616","1","1","1","1","1"
"2617","0","1","0","0","0"
"2618","1","0","0","0","1"
"2619","1","1","1","1","1"
"2620","1","1","1","1","1"
"2621","0","1","0","1","0"
"2622","1","1","1","1","1"
"2623","0","0","0","0","0"
"2624","1","0","1","1","1"
"2625","0","1","0","0","1"
"2626","1","0","1","0","1"
"2627","0","1","1","1","1"
"2628","1","1","1","1","0"
"2629","0","0","0","0","1"
"2630","1","1","1","1","1"
"2631","1","0","1","1","1"
"2632","1","1","0","1","1"
"2633","0","0","1","1","0"
"2634","1","1","0","0","1"
"2635","1","1","1","1","1"
"2636","1","0","1","1","0"
"2637","1","1","0","0","0"
"2638","0","1","1","1","1"
"2639","0","1","0","0","0"
"2640","0","0","0","0","1"
"2641","1","1","0","0","0"
"2642","0","1","0","1","0"
"2643","0","0","0","0","1"
"2644","1","1","0","0","1"
"2645","1","1","0","0","1"
"2646","1","0","0","1","1"
"2647","1","0","0","1","0"
"2648","0","1","1","1","1"
"2649","0","0","1","0","0"
"2650","1","0","1","1","1"
"2651","1","1","0","1","1"
"2652","1","1","1","0","1"
"2653","0","1","1","1","1"
"2654","0","1","0","0","0"
"2655","1","0","0","1","0"
"2656","1","1","0","1","1"
"2657","1","0","1","1","1"
"2658","0","0","0","0","1"
"2659","1","0","0","1","0"
"2660","0","0","1","0","1"
"2661","0","1","1","1","1"
"2662","0","0","0","1","1"
"2663","1","1","0","1","0"
"2664","0","1","0","0","0"
"2665","0","1","1","1","1"
"2666","1","1","0","1","1"
"2667","1","1","1","1","1"
"2668","1","0","0","0","0"
"2669","1","0","0","1","0"
"2670","1","1","0","1","0"
"2671","0","0","0","1","1"
"2672","1","0","0","1","0"
"2673","1","0","0","0","1"
"2674","0","1","0","0","0"
"2675","0","0","0","0","0"
"2676","1","0","1","1","1"
"2677","1","1","0","1","0"
"2678","0","1","0","1","0"
"2679","0","1","0","0","0"
"2680","0","0","0","1","1"
"2681","1","0","0","0","0"
"2682","1","0","0","0","0"
"2683","0","1","1","0","0"
"2684","0","0","0","0","1"
"2685","1","0","0","1","0"
"2686","1","1","0","1","1"
"2687","1","1","1","1","1"
"2688","1","1","1","0","0"
"2689","0","0","1","1","1"
"2690","1","0","1","1","1"
"2691","0","1","1","0","0"
"2692","1","1","0","0","1"
"2693","0","1","1","0","1"
"2694","1","1","1","0","1"
"2695","0","0","0","0","1"
"2696","1","1","0","1","0"
"2697","0","0","0","1","1"
"2698","1","0","0","0","1"
"2699","0","1","1","1","0"
"2700","0","1","1","1","1"
"2701","0","0","0","0","0"
"2702","0","0","1","1","0"
"2703","1","1","1","1","1"
"2704","0","1","1","1","1"
"2705","1","1","0","0","0"
"2706","0","0","1","0","1"
"2707","1","1","0","1","0"
"2708","1","0","0","1","0"
"2709","0","0","1","1","1"
"2710","1","0","1","1","0"
"2711","1","0","0","1","0"
"2712","0","1","0","1","0"
"2713","1","1","0","1","1"
"2714","1","1","0","1","1"
"2715","1","0","0","1","0"
"2716","1","1","0","0","0"
"2717","1","0","0","1","1"
"2718","0","0","1","0","0"
"2719","1","1","0","0","0"
"2720","1","1","1","1","1"
"2721","1","0","0","0","0"
"2722","1","1","1","0","0"
"2723","0","1","1","1","1"
"2724","1","0","0","1","0"
"2725","0","1","1","1","1"
"2726","0","0","0","1","1"
"2727","1","0","1","1","1"
"2728","1","0","0","0","0"
"2729","0","1","0","0","1"
"2730","0","1","1","0","1"
"2731","0","0","0","0","0"
"2732","1","1","1","1","1"
"2733","0","1","0","0","1"
"2734","1","1","0","0","1"
"2735","0","1","1","1","0"
"2736","1","0","0","0","0"
"2737","0","1","0","1","0"
"2738","1","1","1","0","0"
"2739","1","0","1","1","0"
"2740","0","1","1","0","1"
"2741","0","1","1","0","1"
"2742","1","1","1","1","1"
"2743","0","0","0","0","0"
"2744","1","0","0","1","0"
"2745","0","1","1","1","1"
"2746","0","0","1","1","1"
"2747","1","1","0","0","0"
"2748","0","1","1","0","1"
"2749","0","1","1","0","1"
"2750","1","0","0","1","0"
"2751","1","0","0","0","1"
"2752","1","0","0","0","0"
"2753","0","1","1","1","1"
"2754","1","1","1","1","0"
"2755","1","1","1","1","1"
"2756","0","1","1","1","1"
"2757","0","0","0","0","0"
"2758","1","1","1","1","1"
"2759","1","0","0","1","1"
"2760","0","0","1","0","0"
"2761","0","1","0","1","1"
"2762","1","1","1","0","1"
"2763","0","0","1","1","1"
"2764","1","1","0","0","0"
"2765","0","0","1","0","0"
"2766","0","0","0","1","0"
"2767","0","0","0","0","1"
"2768","0","1","1","1","1"
"2769","1","0","0","1","0"
"2770","1","0","0","0","0"
"2771","0","1","1","0","1"
"2772","0","1","0","0","0"
"2773","0","0","1","1","1"
"2774","1","0","0","0","0"
"2775","1","0","0","0","1"
"2776","1","0","0","0","0"
"2777","1","0","1","1","1"
"2778","1","1","1","1","1"
"2779","1","0","1","0","0"
"2780","1","0","0","0","1"
"2781","0","1","1","0","0"
"2782","1","1","1","1","1"
"2783","1","1","0","0","0"
"2784","0","1","1","1","1"
"2785","1","0","0","1","1"
"2786","0","0","0","1","1"
"2787","0","1","0","0","1"
"2788","1","0","1","1","1"
"2789","1","0","0","1","0"
"2790","0","0","0","1","1"
"2791","1","1","1","0","0"
"2792","1","1","0","0","0"
"2793","0","0","1","0","0"
"2794","1","1","0","0","0"
"2795","0","1","0","1","1"
"2796","1","1","0","0","0"
"2797","0","1","0","0","1"
"2798","1","0","0","0","0"
"2799","1","0","0","0","0"
"2800","0","1","1","0","1"
"2801","0","0","0","0","1"
"2802","0","1","0","1","0"
"2803","1","0","1","1","1"
"2804","1","0","1","1","1"
"2805","0","0","0","1","1"
"2806","1","1","0","0","0"
"2807","1","0","1","0","1"
"2808","1","1","1","1","0"
"2809","1","0","0","0","1"
"2810","0","0","0","1","0"
"2811","0","1","0","0","1"
"2812","1","1","0","0","0"
"2813","0","1","1","1","1"
"2814","0","0","0","0","0"
"2815","0","1","0","0","1"
"2816","1","1","1","1","1"
"2817","1","0","0","0","0"
"2818","1","1","0","0","0"
"2819","1","1","0","0","1"
"2820","0","0","1","1","1"
"2821","1","0","0","0","0"
"2822","1","1","1","1","1"
"2823","0","0","0","0","0"
"2824","0","0","0","0","0"
"2825","1","1","1","1","0"
"2826","0","0","1","1","1"
"2827","0","1","0","0","1"
"2828","0","0","1","1","1"
"2829","0","0","1","0","0"
"2830","0","1","1","0","0"
"2831","1","0","1","1","1"
"2832","0","0","1","0","0"
"2833","0","0","0","1","1"
"2834","1","1","1","1","1"
"2835","1","1","1","1","1"
"2836","1","1","0","1","0"
"2837","1","1","0","1","0"
"2838","0","1","0","0","0"
"2839","0","0","1","1","1"
"2840","1","1","1","1","1"
"2841","1","0","0","0","0"
"2842","1","0","0","0","0"
"2843","0","1","1","1","1"
"2844","0","1","1","1","1"
"2845","1","1","0","0","1"
"2846","1","0","0","0","1"
"2847","1","0","1","1","0"
"2848","0","0","0","1","0"
"2849","0","0","0","0","0"
"2850","1","0","1","1","1"
"2851","1","0","0","1","0"
"2852","1","1","0","0","0"
"2853","0","0","0","0","1"
"2854","1","1","0","1","0"
"2855","1","0","1","0","1"
"2856","0","0","1","1","1"
"2857","0","0","1","1","1"
"2858","1","0","0","1","1"
"2859","0","1","1","1","1"
"2860","1","1","1","0","0"
"2861","1","0","1","1","1"
"2862","0","1","0","0","0"
"2863","0","0","0","1","0"
"2864","1","0","0","1","0"
"2865","1","1","0","0","1"
"2866","1","1","0","1","0"
"2867","1","0","0","1","0"
"2868","0","1","0","0","1"
"2869","1","1","0","1","0"
"2870","1","0","0","1","1"
"2871","0","0","1","0","1"
"2872","0","1","1","1","1"
"2873","0","0","0","0","0"
"2874","0","0","1","1","1"
"2875","1","0","0","1","0"
"2876","1","0","0","0","1"
"2877","1","1","1","1","1"
"2878","1","0","0","0","1"
"2879","1","1","1","1","0"
"2880","1","1","1","1","1"
"2881","0","1","1","0","1"
"2882","0","0","1","0","0"
"2883","0","1","0","0","0"
"2884","0","0","0","0","1"
"2885","0","0","0","0","1"
"2886","1","0","0","0","0"
"2887","1","1","0","1","1"
"2888","0","0","0","1","1"
"2889","1","1","0","1","1"
"2890","0","1","0","1","1"
"2891","1","1","0","1","1"
"2892","0","0","0","0","0"
"2893","1","1","1","1","1"
"2894","0","0","1","1","1"
"2895","0","0","1","1","1"
"2896","1","1","0","0","1"
"2897","1","0","1","1","1"
"2898","1","1","0","0","1"
"2899","1","0","0","0","0"
"2900","1","1","0","0","0"
"2901","1","0","0","0","0"
"2902","0","1","0","0","1"
"2903","0","0","1","1","0"
"2904","1","1","0","1","1"
"2905","1","1","1","0","1"
"2906","0","1","0","1","1"
"2907","1","0","0","0","0"
"2908","1","1","1","0","0"
"2909","1","0","0","1","0"
"2910","0","1","1","1","1"
"2911","0","1","1","1","1"
"2912","1","0","1","1","1"
"2913","1","0","1","1","1"
"2914","1","0","0","0","0"
"2915","0","0","0","0","0"
"2916","0","1","1","1","1"
"2917","1","0","1","0","0"
"2918","0","1","1","1","1"
"2919","1","1","0","0","0"
"2920","0","1","0","1","0"
"2921","1","0","0","1","0"
"2922","1","0","1","1","1"
"2923","0","0","0","1","0"
"2924","1","1","1","1","1"
"2925","1","0","0","0","1"
"2926","1","0","0","0","0"
"2927","0","1","0","1","0"
"2928","0","1","0","0","1"
"2929","0","1","1","1","1"
"2930","0","0","1","1","1"
"2931","1","0","1","1","1"
"2932","0","0","1","0","1"
"2933","0","0","1","1","1"
"2934","0","1","0","1","1"
"2935","0","1","0","0","1"
"2936","1","0","1","1","1"
"2937","1","1","1","1","1"
"2938","1","0","0","0","0"
"2939","1","1","0","0","1"
"2940","1","0","1","1","1"
"2941","1","1","1","1","1"
"2942","1","0","0","0","0"
"2943","1","1","1","1","1"
"2944","0","0","0","1","0"
"2945","1","1","0","0","1"
"2946","0","0","1","1","1"
"2947","1","0","0","0","1"
"2948","1","1","1","1","1"
"2949","0","1","1","0","0"
"2950","0","0","1","0","1"
"2951","1","1","1","1","1"
"2952","1","1","1","1","1"
"2953","0","1","0","0","0"
"2954","1","1","1","1","1"
"2955","0","0","0","1","0"
"2956","1","1","0","1","1"
"2957","1","0","1","1","1"
"2958","0","1","0","0","1"
"2959","1","1","0","1","0"
"2960","1","0","0","1","1"
"2961","0","0","0","0","1"
"2962","0","0","1","1","0"
"2963","1","1","1","1","1"
"2964","1","1","0","1","1"
"2965","0","1","1","1","1"
"2966","1","1","1","1","1"
"2967","0","1","1","0","1"
"2968","1","0","1","0","1"
"2969","0","1","1","1","1"
"2970","1","0","1","1","1"
"2971","1","1","0","0","0"
"2972","0","0","1","0","1"
"2973","1","0","1","0","0"
"2974","0","1","1","1","1"
"2975","1","0","1","0","1"
"2976","0","1","0","0","0"
"2977","1","0","0","0","0"
"2978","0","1","1","1","1"
"2979","1","1","1","0","0"
"2980","1","1","1","1","1"
"2981","0","0","0","0","1"
"2982","1","1","1","1","1"
"2983","1","1","1","1","0"
"2984","1","1","1","1","1"
"2985","1","0","1","1","1"
"2986","0","0","1","1","1"
"2987","1","0","1","1","1"
"2988","0","0","1","0","0"
"2989","1","0","0","1","0"
"2990","1","0","0","0","0"
"2991","1","0","1","1","1"
"2992","0","1","1","1","1"
"2993","0","1","1","1","1"
"2994","1","0","1","1","0"
"2995","0","0","1","1","1"
"2996","0","0","1","0","0"
"2997","1","1","1","0","1"
"2998","0","1","1","0","1"
"2999","1","1","1","0","1"
"3000","1","1","1","1","1"
"3001","1","1","1","1","1"
"3002","1","0","0","1","0"
"3003","1","0","1","1","1"
"3004","0","0","0","1","1"
"3005","0","0","1","1","1"
"3006","0","0","0","0","0"
"3007","1","1","1","1","1"
"3008","0","0","1","0","0"
"3009","1","1","0","0","0"
"3010","0","1","1","1","1"
"3011","1","0","0","0","0"
"3012","0","0","1","0","1"
"3013","0","1","1","1","0"
"3014","1","0","1","1","1"
"3015","1","0","0","1","0"
"3016","1","1","1","0","0"
"3017","1","0","1","1","0"
"3018","0","0","0","1","0"
"3019","1","1","1","1","1"
"3020","0","0","0","1","1"
"3021","1","1","1","1","1"
"3022","0","0","0","0","0"
"3023","0","1","0","0","0"
"3024","1","0","1","0","0"
"3025","1","0","1","0","1"
"3026","0","1","0","1","0"
"3027","0","0","1","1","1"
"3028","1","0","1","1","1"
"3029","1","1","1","1","0"
"3030","1","1","1","0","1"
"3031","0","0","1","1","1"
"3032","1","1","1","1","1"
"3033","1","0","1","1","0"
"3034","1","1","1","1","1"
"3035","1","0","1","0","0"
"3036","0","0","0","0","1"
"3037","0","1","0","0","0"
"3038","1","0","0","0","1"
"3039","0","0","0","1","1"
"3040","0","1","1","1","1"
"3041","0","1","0","1","1"
"3042","0","0","0","0","0"
"3043","1","1","1","1","0"
"3044","1","1","1","1","1"
"3045","0","1","1","1","1"
"3046","1","0","0","0","0"
"3047","0","0","1","1","0"
"3048","1","0","0","0","0"
"3049","0","0","1","1","1"
"3050","1","0","0","0","1"
"3051","0","0","0","0","1"
"3052","1","0","0","0","0"
"3053","1","1","0","0","1"
"3054","0","0","0","1","0"
"3055","0","1","1","1","1"
