"","t1","t4","t5","t2","t3"
"7571","1","1","1","1","1"
"7572","0","1","0","0","0"
"7573","0","1","1","1","0"
"7574","0","1","1","1","1"
"7575","0","0","0","0","1"
"7576","0","1","0","1","1"
"7577","1","1","0","0","0"
"7578","0","1","1","1","1"
"7579","0","1","1","0","1"
"7580","1","1","1","1","1"
"7581","0","0","1","1","1"
"7582","1","0","0","1","0"
"7583","0","1","1","1","1"
"7584","1","0","1","0","0"
"7585","0","1","0","0","0"
"7586","1","1","1","0","0"
"7587","0","0","0","0","1"
"7588","1","0","0","0","1"
"7589","1","0","0","0","1"
"7590","0","1","0","0","0"
"7591","1","1","0","1","0"
"7592","0","0","0","1","0"
"7593","0","0","0","0","0"
"7594","0","0","1","1","1"
"7595","0","0","0","0","0"
"7596","0","0","0","1","1"
"7597","1","1","0","1","1"
"7598","0","1","1","1","1"
"7599","1","0","1","1","0"
"7600","0","1","1","1","1"
"7601","0","0","1","1","0"
"7602","1","0","0","0","0"
"7603","1","0","0","0","0"
"7604","1","0","0","0","0"
"7605","1","0","0","0","0"
"7606","1","1","1","1","1"
"7607","0","1","1","1","1"
"7608","0","0","1","1","1"
"7609","1","1","0","0","1"
"7610","0","1","0","0","0"
"7611","1","1","1","0","0"
"7612","1","1","1","1","1"
"7613","1","1","0","1","0"
"7614","1","0","1","1","1"
"7615","0","0","1","0","1"
"7616","0","1","0","0","1"
"7617","1","0","1","0","0"
"7618","1","1","1","1","1"
"7619","0","0","1","1","1"
"7620","0","1","1","1","1"
"7621","0","1","1","1","1"
"7622","0","1","1","1","0"
"7623","0","0","0","0","0"
"7624","1","0","1","0","0"
"7625","1","1","1","0","1"
"7626","1","0","0","0","0"
"7627","1","1","1","1","1"
"7628","1","1","0","1","1"
"7629","0","1","1","1","1"
"7630","0","1","1","1","1"
"7631","0","1","0","1","1"
"7632","0","0","0","0","0"
"7633","1","1","1","1","1"
"7634","1","1","1","1","1"
"7635","0","0","0","1","0"
"7636","0","1","1","1","1"
"7637","1","1","1","1","1"
"7638","1","1","1","1","1"
"7639","0","0","0","1","0"
"7640","1","1","0","0","1"
"7641","0","0","0","0","0"
"7642","1","1","0","0","0"
"7643","0","0","1","0","0"
"7644","0","1","1","1","1"
"7645","1","1","1","1","1"
"7646","1","1","1","0","1"
"7647","0","0","1","0","0"
"7648","1","1","1","1","1"
"7649","0","0","1","1","1"
"7650","1","0","0","1","1"
"7651","1","0","1","1","1"
"7652","0","0","0","0","1"
"7653","1","0","1","1","0"
"7654","1","0","0","0","0"
"7655","0","0","1","0","0"
"7656","1","0","0","0","1"
"7657","0","1","0","0","1"
"7658","0","0","1","1","0"
"7659","1","1","0","1","0"
"7660","1","1","1","1","1"
"7661","1","0","1","1","0"
"7662","0","1","0","0","0"
"7663","0","1","1","0","1"
"7664","0","0","0","0","0"
"7665","1","0","1","1","0"
"7666","1","0","1","0","1"
"7667","1","0","0","0","0"
"7668","1","1","0","0","0"
"7669","0","1","1","1","1"
"7670","1","1","1","1","1"
"7671","1","1","1","0","1"
"7672","1","0","0","1","1"
"7673","1","1","0","0","0"
"7674","0","1","1","0","0"
"7675","1","0","0","1","1"
"7676","0","0","1","1","1"
"7677","1","1","0","0","0"
"7678","0","1","1","1","1"
"7679","1","0","1","0","0"
"7680","0","1","0","0","0"
"7681","0","0","1","1","1"
"7682","1","0","0","0","0"
"7683","0","1","1","1","0"
"7684","0","0","0","1","0"
"7685","0","1","1","1","1"
"7686","0","1","1","1","1"
"7687","0","1","0","1","1"
"7688","1","1","0","0","0"
"7689","1","1","1","0","1"
"7690","0","0","1","1","1"
"7691","1","1","0","0","0"
"7692","1","0","0","0","1"
"7693","1","1","1","1","1"
"7694","1","1","1","0","1"
"7695","1","1","1","1","1"
"7696","0","0","1","1","0"
"7697","1","0","0","1","1"
"7698","0","1","0","0","1"
"7699","0","0","1","0","0"
"7700","1","1","1","0","1"
"7701","0","1","1","1","1"
"7702","1","1","1","0","0"
"7703","1","0","0","1","1"
"7704","1","0","1","1","1"
"7705","1","1","1","1","1"
"7706","1","0","0","0","0"
"7707","0","1","1","0","0"
"7708","0","0","1","0","0"
"7709","1","0","1","1","0"
"7710","0","1","1","0","0"
"7711","0","0","1","0","0"
"7712","1","0","0","0","1"
"7713","0","0","0","0","0"
"7714","1","0","1","1","1"
"7715","0","1","1","1","0"
"7716","1","1","1","1","1"
"7717","1","0","0","0","1"
"7718","1","1","1","1","1"
"7719","1","1","1","1","1"
"7720","1","1","1","1","1"
"7721","0","0","0","0","0"
"7722","1","0","1","1","0"
"7723","1","0","1","1","1"
"7724","1","1","1","1","1"
"7725","0","1","1","0","0"
"7726","0","1","0","0","0"
"7727","0","1","0","1","1"
"7728","1","1","1","0","1"
"7729","1","1","1","1","1"
"7730","1","1","1","1","1"
"7731","0","0","1","1","0"
"7732","1","0","1","0","0"
"7733","0","1","0","0","0"
"7734","1","0","0","1","1"
"7735","0","1","0","1","0"
"7736","1","1","0","0","0"
"7737","1","0","1","0","0"
"7738","1","1","1","1","1"
"7739","0","1","1","0","0"
"7740","1","1","1","0","1"
"7741","0","0","1","1","1"
"7742","0","0","1","0","0"
"7743","0","1","1","1","1"
"7744","0","1","1","0","1"
"7745","1","1","1","0","0"
"7746","0","0","1","1","1"
"7747","0","1","1","1","1"
"7748","0","1","0","0","0"
"7749","0","1","1","1","1"
"7750","0","1","1","0","0"
"7751","1","1","1","1","1"
"7752","0","1","1","0","0"
"7753","1","1","1","0","0"
"7754","0","1","1","1","1"
"7755","1","1","1","1","1"
"7756","0","0","1","1","1"
"7757","0","0","1","0","0"
"7758","0","1","0","1","0"
"7759","1","1","1","1","1"
"7760","0","1","1","1","1"
"7761","1","1","0","1","0"
"7762","0","1","1","1","1"
"7763","0","0","0","0","1"
"7764","1","0","0","1","0"
"7765","1","1","1","1","1"
"7766","1","1","1","1","1"
"7767","0","1","1","0","0"
"7768","0","1","1","1","1"
"7769","1","1","1","1","1"
"7770","1","0","0","0","0"
"7771","1","1","1","1","0"
"7772","0","0","0","1","1"
"7773","0","0","0","0","1"
"7774","1","1","1","1","1"
"7775","1","1","0","1","1"
"7776","1","1","0","1","1"
"7777","0","0","1","0","0"
"7778","1","0","0","1","1"
"7779","0","1","1","0","1"
"7780","0","0","0","1","1"
"7781","0","0","0","0","1"
"7782","1","1","0","1","1"
"7783","1","1","1","1","1"
"7784","1","0","0","0","1"
"7785","0","1","1","0","0"
"7786","1","1","0","1","1"
"7787","1","1","1","1","1"
"7788","1","1","1","1","1"
"7789","0","1","0","1","1"
"7790","0","0","0","0","0"
"7791","1","0","0","0","1"
"7792","1","0","0","0","1"
"7793","0","0","1","1","1"
"7794","1","0","0","0","0"
"7795","0","1","1","1","1"
"7796","1","1","0","1","0"
"7797","1","0","1","0","1"
"7798","1","0","0","0","0"
"7799","0","0","1","1","1"
"7800","1","1","1","1","1"
"7801","1","0","0","0","0"
"7802","0","1","0","0","1"
"7803","1","0","1","0","1"
"7804","0","1","0","0","0"
"7805","1","0","0","0","0"
"7806","0","1","1","1","1"
"7807","1","1","1","1","1"
"7808","1","1","1","1","1"
"7809","1","0","1","1","0"
"7810","1","1","1","1","1"
"7811","0","0","1","0","0"
"7812","1","1","0","0","1"
"7813","1","0","0","0","0"
"7814","1","1","0","0","1"
"7815","1","1","1","1","1"
"7816","1","1","1","0","0"
"7817","0","0","1","0","1"
"7818","1","1","1","1","1"
"7819","0","1","1","1","1"
"7820","1","1","0","1","1"
"7821","1","1","1","1","1"
"7822","0","0","1","0","1"
"7823","1","1","1","0","1"
"7824","0","1","1","1","1"
"7825","0","0","1","1","1"
"7826","0","0","0","0","0"
"7827","0","0","1","0","1"
"7828","0","1","1","0","0"
"7829","1","1","1","1","1"
"7830","0","1","1","1","0"
"7831","0","0","0","1","0"
"7832","0","0","0","0","0"
"7833","0","0","1","0","1"
"7834","0","1","0","1","0"
"7835","0","1","1","1","1"
"7836","1","0","1","1","1"
"7837","0","0","0","1","0"
"7838","0","1","0","0","0"
"7839","0","1","0","0","0"
"7840","1","1","0","0","0"
"7841","0","1","0","0","0"
"7842","0","1","1","1","1"
"7843","0","1","1","1","1"
"7844","1","0","0","1","1"
"7845","1","1","1","1","1"
"7846","1","0","1","0","0"
"7847","0","1","1","1","1"
"7848","0","1","1","1","1"
"7849","0","1","0","0","0"
"7850","1","0","0","1","1"
"7851","1","0","1","0","0"
"7852","1","1","1","0","1"
"7853","1","0","0","1","0"
"7854","0","0","1","0","0"
"7855","1","1","0","0","0"
"7856","0","1","0","1","1"
"7857","0","1","1","0","0"
"7858","1","0","0","1","1"
"7859","1","1","1","1","1"
"7860","1","1","0","0","0"
"7861","1","1","1","1","1"
"7862","1","0","0","0","0"
"7863","0","0","1","1","1"
"7864","1","1","1","1","1"
"7865","1","1","1","1","1"
"7866","0","1","1","0","0"
"7867","0","1","0","1","0"
"7868","1","0","1","1","1"
"7869","0","0","0","1","0"
"7870","1","0","0","1","0"
"7871","1","0","1","0","1"
"7872","1","0","1","1","1"
"7873","0","1","0","0","0"
"7874","0","1","1","1","1"
"7875","0","0","0","1","0"
"7876","1","0","0","0","0"
"7877","0","1","1","1","1"
"7878","1","0","1","1","1"
"7879","0","1","1","0","1"
"7880","0","1","1","0","0"
"7881","1","1","1","1","1"
"7882","1","0","0","0","0"
"7883","0","1","0","1","0"
"7884","1","1","1","1","1"
"7885","0","0","0","1","1"
"7886","1","0","0","0","0"
"7887","1","0","1","1","1"
"7888","1","1","1","0","0"
"7889","0","0","1","1","1"
"7890","1","0","1","0","1"
"7891","1","0","0","0","0"
"7892","0","1","0","1","1"
"7893","1","0","0","0","0"
"7894","0","1","1","1","1"
"7895","1","0","0","1","1"
"7896","1","1","0","0","0"
"7897","1","1","0","0","0"
"7898","0","0","1","1","1"
"7899","1","1","1","0","1"
"7900","1","1","1","0","0"
"7901","0","0","1","0","1"
"7902","0","1","1","0","1"
"7903","1","0","0","0","0"
"7904","0","1","1","1","1"
"7905","1","1","1","0","1"
"7906","1","1","0","0","0"
"7907","0","1","1","1","1"
"7908","1","0","1","1","1"
"7909","1","0","1","0","1"
"7910","0","1","0","0","1"
"7911","1","1","1","1","1"
"7912","1","0","1","0","0"
"7913","1","1","1","1","1"
"7914","1","1","0","0","0"
"7915","0","0","1","1","1"
"7916","1","1","0","0","1"
"7917","0","1","0","0","1"
"7918","0","0","1","0","0"
"7919","1","0","0","1","0"
"7920","1","1","1","1","1"
"7921","1","0","1","1","1"
"7922","0","0","0","0","0"
"7923","1","1","0","0","0"
"7924","0","1","1","1","0"
"7925","1","1","0","0","0"
"7926","0","1","1","1","1"
"7927","0","0","1","0","0"
"7928","1","1","1","1","1"
"7929","0","1","1","1","1"
"7930","1","0","1","1","1"
"7931","0","1","1","1","1"
"7932","0","1","0","0","0"
"7933","1","1","0","0","1"
"7934","0","0","1","0","1"
"7935","0","1","1","1","1"
"7936","0","1","1","1","1"
"7937","0","1","1","1","1"
"7938","0","0","0","1","1"
"7939","0","0","0","0","1"
"7940","1","1","1","1","1"
"7941","0","1","0","0","0"
"7942","1","1","0","1","0"
"7943","0","1","1","1","0"
"7944","1","1","1","0","0"
"7945","0","0","1","1","1"
"7946","1","1","1","0","1"
"7947","0","0","1","1","0"
"7948","0","1","1","1","1"
"7949","0","0","0","0","0"
"7950","1","0","0","0","0"
"7951","0","0","1","1","1"
"7952","1","1","1","1","1"
"7953","1","1","0","1","1"
"7954","0","0","1","1","0"
"7955","1","1","1","0","0"
"7956","0","1","1","1","1"
"7957","1","0","1","0","1"
"7958","1","1","0","0","0"
"7959","1","1","0","1","0"
"7960","0","1","1","1","1"
"7961","0","1","1","1","1"
"7962","0","1","1","1","1"
"7963","0","1","1","1","0"
"7964","1","0","0","0","0"
"7965","1","0","0","0","0"
"7966","1","1","1","0","0"
"7967","1","0","1","1","1"
"7968","0","0","0","0","0"
"7969","1","0","1","0","0"
"7970","0","0","1","1","1"
"7971","1","1","0","0","0"
"7972","0","1","0","1","1"
"7973","1","1","1","1","1"
"7974","1","1","0","0","0"
"7975","1","1","1","0","0"
"7976","1","1","1","1","1"
"7977","1","0","0","0","0"
"7978","1","1","1","1","1"
"7979","1","0","1","1","0"
"7980","1","1","1","1","1"
"7981","0","0","1","0","0"
"7982","1","1","1","0","1"
"7983","0","1","1","1","0"
"7984","0","0","0","0","0"
"7985","0","1","1","1","0"
"7986","1","1","1","1","1"
"7987","1","1","0","1","1"
"7988","0","1","1","1","1"
"7989","1","0","1","0","0"
"7990","1","0","1","1","1"
"7991","0","1","0","0","0"
"7992","1","1","1","1","1"
"7993","1","1","1","0","0"
"7994","1","1","1","1","1"
"7995","1","1","0","0","0"
"7996","1","1","0","0","0"
"7997","1","0","1","0","0"
"7998","0","1","1","1","0"
"7999","0","1","1","1","0"
"8000","0","0","1","1","1"
"8001","1","1","1","1","1"
"8002","1","1","1","1","1"
"8003","1","0","0","0","1"
"8004","0","1","1","1","1"
"8005","1","1","0","0","0"
"8006","1","1","1","0","0"
"8007","1","1","0","1","0"
"8008","0","0","0","1","0"
"8009","1","1","1","1","1"
"8010","0","1","0","0","0"
"8011","1","1","1","0","0"
"8012","1","0","0","0","1"
"8013","0","0","0","0","0"
"8014","0","1","1","1","1"
"8015","1","1","0","0","0"
"8016","1","0","1","1","1"
"8017","1","0","0","0","0"
"8018","0","1","1","1","1"
"8019","1","0","0","0","1"
"8020","1","1","0","0","0"
"8021","1","1","1","1","1"
"8022","0","0","0","0","0"
"8023","0","1","0","0","1"
"8024","1","0","0","0","0"
"8025","1","1","1","1","1"
"8026","0","0","0","0","1"
"8027","1","0","1","0","0"
"8028","0","0","1","1","1"
"8029","0","1","1","1","1"
"8030","0","0","1","1","1"
"8031","1","1","1","0","0"
"8032","1","0","1","1","1"
"8033","1","1","1","1","1"
"8034","0","0","0","1","1"
"8035","0","1","1","1","1"
"8036","1","1","1","1","1"
"8037","1","0","0","0","0"
"8038","1","1","1","1","1"
"8039","1","0","0","0","0"
"8040","0","1","1","1","1"
"8041","1","1","0","1","0"
"8042","1","0","0","1","0"
"8043","0","1","1","1","1"
"8044","0","0","1","0","0"
"8045","1","1","1","1","1"
"8046","0","1","1","1","1"
"8047","1","1","0","0","0"
"8048","1","1","0","1","1"
"8049","0","1","1","0","1"
"8050","1","1","1","1","0"
"8051","1","0","1","1","1"
"8052","1","0","0","1","0"
"8053","0","0","1","1","0"
"8054","1","1","1","1","0"
"8055","0","1","1","1","1"
"8056","0","1","1","1","1"
"8057","1","1","1","1","1"
"8058","0","1","1","0","1"
"8059","0","1","1","1","1"
"8060","0","1","0","0","0"
"8061","1","1","1","1","1"
"8062","1","0","1","1","1"
"8063","0","0","0","0","0"
"8064","0","1","1","1","0"
"8065","1","1","0","0","0"
"8066","1","1","1","1","1"
"8067","1","0","0","0","0"
"8068","1","1","0","0","0"
"8069","1","0","1","1","0"
"8070","1","1","1","1","1"
"8071","0","1","1","1","0"
"8072","1","0","0","1","1"
"8073","0","1","0","1","0"
"8074","0","1","1","1","1"
"8075","1","1","0","0","0"
"8076","0","1","0","0","0"
"8077","1","1","1","1","1"
"8078","0","1","0","0","0"
"8079","0","0","0","0","0"
"8080","1","1","0","0","1"
"8081","0","1","1","1","0"
"8082","0","1","0","0","0"
"8083","1","1","1","1","0"
"8084","0","0","0","0","0"
"8085","0","1","1","1","1"
"8086","1","0","0","1","0"
"8087","1","1","0","0","0"
"8088","1","1","1","1","0"
"8089","1","1","0","0","1"
"8090","1","1","1","1","1"
"8091","1","1","1","1","1"
"8092","1","1","1","1","1"
"8093","0","1","1","1","1"
"8094","0","0","0","0","0"
"8095","1","1","0","1","0"
"8096","0","1","1","0","0"
"8097","0","0","0","0","0"
"8098","0","1","0","1","1"
"8099","1","1","1","0","1"
"8100","1","1","0","1","1"
"8101","0","1","1","1","1"
"8102","0","1","0","0","0"
"8103","0","0","0","0","1"
"8104","1","0","1","1","1"
"8105","1","1","1","1","1"
"8106","0","0","1","1","1"
"8107","1","1","0","1","1"
"8108","1","1","0","1","0"
"8109","0","0","0","1","1"
"8110","0","0","0","0","1"
"8111","1","1","0","1","1"
"8112","1","0","0","1","0"
"8113","0","1","1","1","1"
"8114","0","0","1","1","1"
"8115","0","0","0","0","1"
"8116","1","1","0","0","0"
"8117","0","1","1","1","1"
"8118","0","0","1","1","1"
"8119","1","1","1","1","1"
"8120","0","0","1","1","1"
"8121","1","1","1","0","0"
"8122","0","1","1","0","0"
"8123","0","0","0","1","0"
"8124","0","0","0","0","1"
"8125","0","1","1","0","0"
"8126","1","0","1","1","1"
"8127","1","1","1","1","1"
"8128","1","1","0","0","0"
"8129","1","1","0","0","0"
"8130","0","0","0","1","1"
"8131","1","1","1","1","1"
"8132","0","1","1","0","0"
"8133","0","1","1","0","0"
"8134","0","1","1","1","1"
"8135","1","1","0","0","1"
"8136","0","1","0","1","0"
"8137","0","0","1","1","1"
"8138","1","1","1","1","1"
"8139","1","1","0","0","1"
"8140","1","0","1","0","1"
"8141","1","0","0","0","0"
"8142","1","1","1","1","1"
"8143","1","1","1","1","1"
"8144","0","1","1","1","1"
"8145","0","1","0","0","0"
"8146","1","1","1","1","1"
"8147","0","0","0","1","1"
"8148","1","0","1","1","1"
"8149","1","0","0","1","0"
"8150","1","1","0","0","0"
"8151","1","1","1","0","0"
"8152","1","1","0","0","0"
"8153","0","1","0","0","0"
"8154","0","0","1","0","1"
"8155","0","1","0","1","1"
"8156","1","0","0","1","0"
"8157","0","1","1","1","1"
"8158","1","1","1","0","1"
"8159","1","1","0","0","0"
"8160","1","0","0","1","1"
"8161","0","0","0","0","1"
"8162","0","1","1","1","0"
"8163","1","1","0","0","1"
"8164","0","0","1","0","0"
"8165","0","1","1","1","0"
"8166","1","1","1","1","1"
"8167","0","1","1","1","1"
"8168","0","1","1","1","1"
"8169","1","1","1","1","1"
"8170","1","1","0","0","0"
"8171","1","0","1","0","0"
"8172","1","1","0","0","1"
"8173","0","0","1","1","1"
"8174","0","1","1","1","1"
"8175","1","0","1","0","0"
"8176","0","0","1","0","0"
"8177","1","0","0","1","0"
"8178","1","0","1","1","1"
"8179","0","0","1","0","0"
"8180","0","1","0","0","0"
"8181","0","1","0","1","0"
"8182","1","1","1","0","1"
"8183","1","0","0","1","1"
"8184","0","0","0","0","0"
"8185","0","1","0","1","0"
"8186","1","0","0","0","1"
"8187","0","0","0","0","0"
"8188","0","0","0","1","0"
"8189","1","0","0","1","0"
"8190","0","1","0","1","0"
"8191","0","0","0","1","1"
"8192","0","1","0","0","1"
"8193","1","1","1","1","1"
"8194","1","1","1","1","1"
"8195","0","0","0","0","0"
"8196","1","0","0","1","0"
"8197","1","1","0","0","0"
"8198","1","0","0","0","0"
"8199","0","0","1","0","0"
"8200","0","1","0","0","1"
"8201","0","0","0","1","0"
"8202","1","0","0","1","1"
"8203","0","1","1","0","1"
"8204","1","1","0","0","1"
"8205","1","0","0","0","0"
"8206","0","1","1","1","1"
"8207","1","1","0","0","0"
"8208","1","0","1","1","1"
"8209","0","0","1","1","0"
"8210","0","1","1","1","0"
"8211","1","1","1","0","0"
"8212","1","1","0","1","0"
"8213","0","0","1","1","1"
"8214","1","0","0","1","1"
"8215","1","0","1","1","1"
"8216","1","1","1","1","1"
"8217","0","0","1","1","0"
"8218","1","1","1","1","1"
"8219","0","0","1","1","1"
"8220","0","1","0","1","1"
"8221","0","1","0","0","1"
"8222","1","0","0","0","0"
"8223","1","1","1","1","1"
"8224","1","0","1","0","0"
"8225","1","1","1","1","1"
"8226","0","0","1","0","0"
"8227","0","1","1","0","1"
"8228","1","0","0","0","0"
"8229","0","1","1","1","1"
"8230","0","1","1","1","1"
"8231","0","0","1","1","1"
"8232","0","1","1","1","1"
"8233","0","0","1","1","1"
"8234","0","1","1","1","1"
"8235","1","1","1","0","1"
"8236","1","1","0","0","1"
"8237","0","0","1","0","0"
"8238","0","1","0","0","0"
"8239","0","1","0","0","1"
"8240","1","0","1","0","0"
"8241","1","1","0","0","1"
"8242","1","1","1","1","1"
"8243","0","1","1","1","1"
"8244","0","0","0","0","0"
"8245","1","1","1","1","1"
"8246","0","1","0","1","1"
"8247","1","1","1","1","0"
"8248","1","1","0","0","0"
"8249","1","1","1","1","1"
"8250","1","0","1","0","0"
"8251","1","0","1","0","1"
"8252","1","0","1","0","1"
"8253","1","1","0","0","0"
"8254","0","0","1","1","1"
"8255","1","1","1","1","1"
"8256","0","1","1","0","0"
"8257","0","0","0","0","0"
"8258","1","1","0","0","0"
"8259","0","0","0","0","0"
"8260","0","0","0","0","0"
"8261","1","0","0","0","0"
"8262","0","1","0","1","1"
"8263","0","0","1","0","0"
"8264","0","0","1","1","1"
"8265","1","0","1","1","1"
"8266","1","1","0","0","0"
"8267","0","0","1","0","0"
"8268","1","1","0","0","0"
"8269","0","1","1","1","1"
"8270","1","1","0","1","0"
"8271","1","1","0","0","0"
"8272","0","0","0","0","1"
"8273","0","1","1","1","1"
"8274","1","1","1","1","1"
"8275","1","1","1","1","1"
"8276","0","1","0","0","0"
"8277","1","1","1","1","0"
"8278","0","1","0","1","0"
"8279","0","0","1","1","1"
"8280","0","0","1","1","1"
"8281","1","0","1","0","1"
"8282","0","1","0","0","1"
"8283","1","1","0","1","0"
"8284","0","1","1","1","1"
"8285","1","1","1","1","1"
"8286","0","0","1","1","1"
"8287","0","1","0","1","0"
"8288","1","0","1","0","0"
"8289","1","0","0","1","0"
"8290","1","0","0","0","0"
"8291","0","0","0","0","1"
"8292","0","1","0","1","1"
"8293","1","0","1","1","1"
"8294","1","1","0","1","1"
"8295","1","1","1","1","1"
"8296","1","1","1","1","1"
"8297","1","1","0","1","1"
"8298","0","1","0","0","0"
"8299","1","0","0","0","1"
"8300","1","1","1","1","1"
"8301","1","1","0","0","0"
"8302","0","1","1","1","1"
"8303","1","1","1","1","1"
"8304","1","1","1","1","1"
"8305","0","0","1","1","1"
"8306","0","1","1","1","1"
"8307","1","1","1","1","1"
"8308","0","0","1","0","0"
"8309","1","0","0","0","0"
"8310","1","0","0","0","1"
"8311","1","1","1","0","1"
"8312","0","1","1","0","1"
"8313","0","0","1","1","1"
"8314","1","0","1","1","1"
"8315","1","1","1","1","1"
"8316","0","0","1","0","0"
"8317","0","1","1","1","1"
"8318","0","0","1","1","1"
"8319","1","1","1","1","1"
"8320","0","0","0","0","1"
"8321","1","0","1","1","1"
"8322","0","0","0","0","0"
"8323","0","1","1","1","1"
"8324","1","0","0","0","0"
"8325","0","0","1","1","1"
"8326","0","0","0","1","0"
"8327","1","0","1","0","0"
"8328","0","1","1","1","1"
"8329","0","1","0","0","0"
"8330","1","0","0","0","0"
"8331","1","0","1","1","1"
"8332","1","0","0","0","0"
"8333","0","1","1","1","1"
"8334","0","0","1","1","1"
"8335","1","1","1","1","1"
"8336","1","1","0","1","1"
"8337","1","1","1","1","0"
"8338","1","1","1","1","1"
"8339","1","1","0","0","0"
"8340","1","0","0","1","0"
"8341","0","0","1","1","1"
"8342","1","1","1","1","1"
"8343","1","0","1","1","1"
"8344","1","0","0","0","0"
"8345","1","0","1","0","0"
"8346","1","0","1","0","0"
"8347","1","1","0","0","0"
"8348","1","1","1","1","1"
"8349","0","0","0","1","0"
"8350","0","1","0","1","1"
"8351","0","1","1","1","1"
"8352","0","1","0","0","0"
"8353","1","1","0","0","0"
"8354","0","1","1","0","1"
"8355","1","1","0","1","1"
"8356","1","0","1","1","1"
"8357","1","0","0","0","0"
"8358","1","0","0","0","0"
"8359","0","1","1","1","1"
"8360","1","1","1","1","1"
"8361","1","1","0","1","1"
"8362","1","0","0","0","0"
"8363","1","0","0","1","1"
"8364","0","0","1","0","0"
"8365","1","0","1","1","1"
"8366","1","1","1","1","1"
"8367","0","0","0","0","0"
"8368","1","1","0","0","0"
"8369","0","0","1","1","1"
"8370","1","0","0","0","1"
"8371","1","1","1","0","1"
"8372","1","1","1","1","1"
"8373","0","1","1","1","1"
"8374","0","0","1","1","0"
"8375","1","1","0","0","0"
"8376","0","1","1","1","0"
"8377","1","1","1","1","1"
"8378","0","1","1","1","0"
"8379","1","0","0","0","0"
"8380","0","0","1","0","1"
"8381","0","1","1","0","1"
"8382","1","0","1","1","1"
"8383","0","0","1","0","1"
"8384","1","1","0","1","1"
"8385","0","1","0","1","0"
"8386","0","0","0","0","1"
"8387","1","1","0","0","1"
"8388","1","0","0","0","0"
"8389","1","1","1","1","1"
"8390","0","1","1","1","1"
"8391","0","0","1","1","1"
"8392","1","1","1","1","1"
"8393","1","0","1","1","1"
"8394","1","1","1","0","1"
"8395","1","0","0","0","0"
"8396","0","1","0","0","0"
"8397","0","1","0","0","0"
"8398","0","1","0","1","0"
"8399","1","0","1","1","1"
"8400","0","0","0","0","0"
"8401","0","1","0","1","1"
"8402","1","0","0","0","0"
"8403","0","1","0","1","0"
"8404","0","0","0","1","0"
"8405","1","1","1","1","1"
"8406","0","1","0","0","1"
"8407","0","0","0","1","1"
"8408","1","1","0","0","0"
"8409","0","1","1","1","1"
"8410","0","0","1","0","1"
"8411","1","1","1","0","0"
"8412","0","0","1","1","1"
"8413","0","1","0","0","1"
"8414","0","0","0","0","0"
"8415","1","0","0","0","0"
"8416","1","1","0","1","0"
"8417","0","0","1","1","0"
"8418","0","1","1","1","1"
"8419","0","0","0","1","0"
"8420","0","1","0","0","0"
"8421","0","1","1","1","1"
"8422","0","0","0","0","1"
"8423","0","1","0","0","0"
"8424","0","1","1","1","1"
"8425","0","1","1","0","0"
"8426","1","0","1","0","0"
"8427","1","0","1","0","0"
"8428","1","0","0","1","0"
"8429","0","1","0","0","0"
"8430","1","1","1","1","1"
"8431","1","0","1","1","1"
"8432","1","0","0","1","1"
"8433","0","0","1","0","0"
"8434","1","1","1","1","1"
"8435","0","0","0","0","0"
"8436","1","0","0","0","0"
"8437","1","0","0","0","0"
"8438","1","1","0","0","0"
"8439","1","0","0","1","0"
"8440","0","1","1","0","0"
"8441","1","0","0","1","0"
"8442","0","0","0","0","1"
"8443","1","1","0","1","1"
"8444","1","0","1","1","1"
"8445","0","1","1","1","1"
"8446","1","0","1","0","1"
"8447","1","0","0","1","0"
"8448","1","0","0","0","1"
"8449","1","1","1","1","1"
"8450","1","1","0","0","0"
"8451","1","1","1","1","1"
"8452","1","1","1","0","1"
"8453","0","0","0","0","0"
"8454","0","1","0","1","0"
"8455","1","1","1","0","0"
"8456","1","1","1","1","0"
"8457","0","1","1","1","1"
"8458","1","1","1","0","0"
"8459","0","1","1","1","1"
"8460","1","1","1","1","1"
"8461","1","0","1","0","1"
"8462","0","0","0","0","0"
"8463","1","1","0","1","1"
"8464","0","0","1","0","0"
"8465","1","0","1","0","0"
"8466","1","1","1","1","0"
"8467","0","1","1","0","0"
"8468","1","0","0","0","1"
"8469","1","0","1","0","0"
"8470","1","1","1","1","0"
"8471","1","0","0","0","0"
"8472","0","1","0","0","0"
"8473","0","0","0","0","0"
"8474","0","0","1","0","0"
"8475","0","1","0","0","0"
"8476","0","0","1","0","0"
"8477","1","1","1","1","1"
"8478","1","0","0","0","0"
"8479","1","1","0","1","0"
"8480","0","1","1","1","1"
"8481","0","0","1","1","1"
"8482","0","0","1","0","1"
"8483","1","0","1","0","0"
"8484","0","0","0","1","0"
"8485","0","1","1","0","0"
"8486","1","0","1","0","0"
"8487","1","1","1","1","1"
"8488","1","0","1","0","0"
"8489","1","1","1","1","1"
"8490","1","1","1","1","1"
"8491","1","1","1","0","0"
"8492","1","1","0","1","0"
"8493","1","1","0","0","0"
"8494","1","0","1","1","1"
"8495","1","1","1","1","1"
"8496","0","0","0","1","0"
"8497","0","0","0","0","0"
"8498","1","1","1","1","1"
"8499","0","1","1","1","1"
"8500","0","0","1","1","0"
"8501","1","1","1","0","0"
"8502","0","1","1","0","1"
